timestamp,run_id,experiment_name,description,population_size,num_generations,mutation_percent_genes,crossover_type,parent_selection_type,K_tournament,best_distance,generations_completed
2025-10-09 16:02:59,84133,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,441.4710031361597,126
2025-10-09 16:02:59,84133,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,500.6650755536928,76
2025-10-09 16:02:59,84133,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,457.6400250562082,152
2025-10-09 16:02:59,84133,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,439.8132037682222,78
2025-10-09 16:03:50,38949,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,427.8459257893371,142
2025-10-09 16:03:50,38949,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,489.1209793502429,98
2025-10-09 16:03:50,38949,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,449.6495728714913,148
2025-10-09 16:03:50,38949,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,519.3483747876347,85
2025-10-09 16:04:01,63948,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,437.7901635227851,167
2025-10-09 16:04:01,63948,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,469.4179876839335,78
2025-10-09 16:04:01,63948,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,447.43943312873125,105
2025-10-09 16:04:01,63948,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,450.8583346904328,68
2025-10-09 16:04:12,71312,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,483.8837823454154,72
2025-10-09 16:04:12,71312,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,520.050007829125,85
2025-10-09 16:04:12,71312,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,427.97033482745275,146
2025-10-09 16:04:12,71312,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,444.4991845471342,74
2025-10-09 16:04:27,70808,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,449.1410787951539,172
2025-10-09 16:04:27,70808,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,464.3514868572164,107
2025-10-09 16:04:27,70808,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,426.16077299231745,126
2025-10-09 16:04:27,70808,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,488.7478491099415,124
2025-10-09 16:04:38,64429,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,463.829285925801,159
2025-10-09 16:04:38,64429,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,522.6423929008614,68
2025-10-09 16:04:38,64429,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,498.523846304739,75
2025-10-09 16:04:38,64429,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,428.37201661495004,108
2025-10-09 16:04:51,53450,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,464.2074316797158,96
2025-10-09 16:04:51,53450,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,448.74101511529966,78
2025-10-09 16:04:51,53450,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,432.22135221090537,200
2025-10-09 16:04:51,53450,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,435.0374711229599,90
2025-10-09 16:05:07,26717,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,439.7352086034847,158
2025-10-09 16:05:07,26717,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,455.3236244944223,123
2025-10-09 16:05:07,26717,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,452.1026563408539,211
2025-10-09 16:05:07,26717,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,465.27678379984013,116
2025-10-09 16:05:24,67522,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,451.32915304937046,112
2025-10-09 16:05:24,67522,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,464.65600262826,102
2025-10-09 16:05:24,67522,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,440.85500385318505,181
2025-10-09 16:05:24,67522,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,433.49222107047194,207
2025-10-09 16:05:34,80264,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,467.42630665896735,135
2025-10-09 16:05:34,80264,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,458.94639938866925,80
2025-10-09 16:05:34,80264,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,474.9886667137609,110
2025-10-09 16:05:34,80264,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,474.3176229385231,78
2025-10-09 16:05:46,92177,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,416.53135674153805,143
2025-10-09 16:05:46,92177,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,436.17750208133094,79
2025-10-09 16:05:46,92177,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,478.5238393063437,151
2025-10-09 16:05:46,92177,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,503.7588792390158,84
2025-10-09 16:05:59,36015,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,422.34539468542533,232
2025-10-09 16:05:59,36015,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,456.1876369931077,108
2025-10-09 16:05:59,36015,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,437.9044461693743,94
2025-10-09 16:05:59,36015,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,489.3736622972735,88
2025-10-09 16:06:12,15808,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,461.58917960465055,140
2025-10-09 16:06:12,15808,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,475.8794889387299,100
2025-10-09 16:06:12,15808,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,455.13625147085895,170
2025-10-09 16:06:12,15808,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,477.91478894928355,88
2025-10-09 16:06:24,68639,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,403.13916133588145,157
2025-10-09 16:06:24,68639,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,441.4433428622264,139
2025-10-09 16:06:24,68639,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,479.0807535134107,131
2025-10-09 16:06:24,68639,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,514.9598481776196,78
2025-10-09 16:06:37,84484,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,455.31926908795566,122
2025-10-09 16:06:37,84484,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,496.57700412345804,92
2025-10-09 16:06:37,84484,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,391.47034780387867,222
2025-10-09 16:06:37,84484,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,453.3584756426946,75
2025-10-09 16:06:50,77323,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,445.64701269165704,169
2025-10-09 16:06:50,77323,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,514.2850766502504,144
2025-10-09 16:06:50,77323,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,447.0370514082272,101
2025-10-09 16:06:50,77323,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,458.57340054913357,85
2025-10-09 16:07:00,99107,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,445.91894671769643,148
2025-10-09 16:07:00,99107,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,515.8404308546442,78
2025-10-09 16:07:00,99107,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,449.43360689078196,89
2025-10-09 16:07:00,99107,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,482.08155197336913,79
2025-10-09 16:07:14,47722,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,457.1686419080366,190
2025-10-09 16:07:14,47722,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,487.7333523046791,112
2025-10-09 16:07:14,47722,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,457.6759034707631,164
2025-10-09 16:07:14,47722,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,465.6992053820076,94
2025-10-09 16:07:27,96422,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,495.1030332308113,117
2025-10-09 16:07:27,96422,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,502.3264684940497,119
2025-10-09 16:07:27,96422,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,447.32712926826923,164
2025-10-09 16:07:27,96422,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,438.2254695452344,86
2025-10-09 16:07:38,52883,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,474.29714478008844,130
2025-10-09 16:07:38,52883,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,470.4598943788938,84
2025-10-09 16:07:38,52883,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,486.14123921728697,108
2025-10-09 16:07:38,52883,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,471.3892315267293,109
2025-10-09 16:07:54,80623,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,473.0240060656071,113
2025-10-09 16:07:54,80623,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,462.9624227827138,95
2025-10-09 16:07:54,80623,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,440.6903532965923,220
2025-10-09 16:07:54,80623,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,477.77565518124203,85
2025-10-09 16:08:09,81173,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,451.05038016658625,147
2025-10-09 16:08:09,81173,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,462.4485430314816,88
2025-10-09 16:08:09,81173,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,453.4480888339609,127
2025-10-09 16:08:09,81173,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,459.5687638607736,139
2025-10-09 16:08:21,20520,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,430.48625197216353,113
2025-10-09 16:08:21,20520,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,492.67533078049524,84
2025-10-09 16:08:21,20520,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,393.2790091680023,164
2025-10-09 16:08:21,20520,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,455.61980275806894,79
2025-10-09 16:08:33,24342,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,449.14053775959894,160
2025-10-09 16:08:33,24342,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,481.9348923148436,141
2025-10-09 16:08:33,24342,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,448.10384644415706,138
2025-10-09 16:08:33,24342,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,525.0760824668329,65
2025-10-09 16:08:46,96659,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,415.76582798588726,256
2025-10-09 16:08:46,96659,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,489.96228170571015,78
2025-10-09 16:08:46,96659,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,460.07897949273405,111
2025-10-09 16:08:46,96659,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,454.78306542701273,85
2025-10-09 16:08:57,79450,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,458.13823864805306,172
2025-10-09 16:08:57,79450,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,479.1491864592398,91
2025-10-09 16:08:57,79450,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,469.64323942290156,104
2025-10-09 16:08:57,79450,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,457.6994861158237,77
2025-10-09 16:09:08,69745,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,483.91860169883336,162
2025-10-09 16:09:08,69745,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,503.8922315491861,67
2025-10-09 16:09:08,69745,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,463.829285925801,121
2025-10-09 16:09:08,69745,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,475.8618726453311,83
2025-10-09 16:09:22,79133,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,470.52960568370236,155
2025-10-09 16:09:22,79133,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,499.18281436636175,164
2025-10-09 16:09:22,79133,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,441.2303058140635,141
2025-10-09 16:09:22,79133,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,452.4605081679146,101
2025-10-09 16:09:36,19992,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,474.4495414240557,105
2025-10-09 16:09:36,19992,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,486.64169626144496,85
2025-10-09 16:09:36,19992,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,440.060183774782,231
2025-10-09 16:09:36,19992,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,441.2303058140636,94
2025-10-09 16:09:52,14644,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,433.61578873337953,213
2025-10-09 16:09:52,14644,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,476.02351195184525,96
2025-10-09 16:09:52,14644,sel_tournament_k3_pop300,Tournament (K=3) population 300,300,500,10,single_point,tournament,3,419.1083715449364,152
2025-10-09 16:09:52,14644,sel_tournament_k7_crossover_pop300,Tournament (K=7) population 300,300,500,10,single_point,tournament,7,460.65706183310857,155
