timestamp,run_id,experiment_name,description,population_size,num_generations,mutation_percent_genes,crossover_type,parent_selection_type,K_tournament,best_distance,generations_completed
2025-10-10 10:02:20,39000,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,430.57859061424375,183
2025-10-10 10:02:20,39000,sel_tournament_k7,Tournament (K=7),300,300,25,single_point,tournament,7,482.13678329422237,85
2025-10-10 10:02:20,39000,sel_tournament_k3_crossover_2pts,Tournament (K=3) crossover 2pts,200,300,10,two_points,tournament,3,482.96719793982805,183
2025-10-10 10:02:20,39000,sel_tournament_k7_crossover_2pts,Tournament (K=7) crossover 2pts,300,300,25,two_points,tournament,7,461.09716707934984,138
2025-10-10 10:02:47,68608,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,469.09268052871926,175
2025-10-10 10:02:47,68608,sel_tournament_k7,Tournament (K=7),300,300,25,single_point,tournament,7,448.74101511529966,97
2025-10-10 10:02:47,68608,sel_tournament_k3_crossover_2pts,Tournament (K=3) crossover 2pts,200,300,10,two_points,tournament,3,479.9427264900624,143
2025-10-10 10:02:47,68608,sel_tournament_k7_crossover_2pts,Tournament (K=7) crossover 2pts,300,300,25,two_points,tournament,7,463.61926959704437,96
2025-10-10 10:02:56,69354,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,454.29145599508973,80
2025-10-10 10:02:56,69354,sel_tournament_k7,Tournament (K=7),300,300,25,single_point,tournament,7,461.11355394978557,105
2025-10-10 10:02:56,69354,sel_tournament_k3_crossover_2pts,Tournament (K=3) crossover 2pts,200,300,10,two_points,tournament,3,519.0328429561805,124
2025-10-10 10:02:56,69354,sel_tournament_k7_crossover_2pts,Tournament (K=7) crossover 2pts,300,300,25,two_points,tournament,7,449.06473327393087,91
2025-10-10 10:03:07,94593,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,426.16077299231733,171
2025-10-10 10:03:07,94593,sel_tournament_k7,Tournament (K=7),300,300,25,single_point,tournament,7,499.2898676770757,75
2025-10-10 10:03:07,94593,sel_tournament_k3_crossover_2pts,Tournament (K=3) crossover 2pts,200,300,10,two_points,tournament,3,457.0720601838792,185
2025-10-10 10:03:07,94593,sel_tournament_k7_crossover_2pts,Tournament (K=7) crossover 2pts,300,300,25,two_points,tournament,7,427.63176647779926,87
2025-10-10 10:03:17,95309,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,473.36569030937864,132
2025-10-10 10:03:17,95309,sel_tournament_k7,Tournament (K=7),300,300,25,single_point,tournament,7,438.7241766716465,78
2025-10-10 10:03:17,95309,sel_tournament_k3_crossover_2pts,Tournament (K=3) crossover 2pts,200,300,10,two_points,tournament,3,511.9076157897201,153
2025-10-10 10:03:17,95309,sel_tournament_k7_crossover_2pts,Tournament (K=7) crossover 2pts,300,300,25,two_points,tournament,7,447.66878582511254,104
2025-10-10 10:03:27,64104,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,465.63512948961915,106
2025-10-10 10:03:27,64104,sel_tournament_k7,Tournament (K=7),300,300,25,single_point,tournament,7,465.16332061680356,91
2025-10-10 10:03:27,64104,sel_tournament_k3_crossover_2pts,Tournament (K=3) crossover 2pts,200,300,10,two_points,tournament,3,506.497556757016,146
2025-10-10 10:03:27,64104,sel_tournament_k7_crossover_2pts,Tournament (K=7) crossover 2pts,300,300,25,two_points,tournament,7,417.7785600141992,98
2025-10-10 10:03:40,69063,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,473.08089914438517,173
2025-10-10 10:03:40,69063,sel_tournament_k7,Tournament (K=7),300,300,25,single_point,tournament,7,461.2979613091363,81
2025-10-10 10:03:40,69063,sel_tournament_k3_crossover_2pts,Tournament (K=3) crossover 2pts,200,300,10,two_points,tournament,3,480.2629423200341,194
2025-10-10 10:03:40,69063,sel_tournament_k7_crossover_2pts,Tournament (K=7) crossover 2pts,300,300,25,two_points,tournament,7,438.16547354646605,121
2025-10-10 10:03:50,94629,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,448.3872207637494,209
2025-10-10 10:03:50,94629,sel_tournament_k7,Tournament (K=7),300,300,25,single_point,tournament,7,473.7572363667378,81
2025-10-10 10:03:50,94629,sel_tournament_k3_crossover_2pts,Tournament (K=3) crossover 2pts,200,300,10,two_points,tournament,3,498.75125897671546,113
2025-10-10 10:03:50,94629,sel_tournament_k7_crossover_2pts,Tournament (K=7) crossover 2pts,300,300,25,two_points,tournament,7,447.9580248336261,83
