timestamp,run_id,experiment_name,description,population_size,num_generations,mutation_percent_genes,crossover_type,parent_selection_type,K_tournament,best_distance,generations_completed
2025-10-10 08:21:04,68436,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,447.0370514082272,200
2025-10-10 08:21:04,68436,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,463.5591678838504,114
2025-10-10 08:21:04,68436,sel_tournament_k3_percent_genes_25,Tournament (K=3) percent genes 25%,200,300,0.25,single_point,tournament,3,483.0727333868431,125
2025-10-10 08:21:04,68436,sel_tournament_k7_percent_genes_25,Tournament (K=7) percent genes 25%,200,300,10,single_point,tournament,7,502.53083457281895,104
2025-10-10 08:21:58,84140,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,474.40117947825286,126
2025-10-10 08:21:58,84140,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,481.5937576326409,87
2025-10-10 08:21:58,84140,sel_tournament_k3_percent_genes_25,Tournament (K=3) percent genes 25%,200,300,0.25,single_point,tournament,3,460.93714336512915,160
2025-10-10 08:21:58,84140,sel_tournament_k7_percent_genes_25,Tournament (K=7) percent genes 25%,200,300,10,single_point,tournament,7,501.1835253293151,101
2025-10-10 08:22:07,82268,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,469.78962928587026,106
2025-10-10 08:22:07,82268,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,475.254469523759,138
2025-10-10 08:22:07,82268,sel_tournament_k3_percent_genes_25,Tournament (K=3) percent genes 25%,200,300,0.25,single_point,tournament,3,425.8780743727507,218
2025-10-10 08:22:07,82268,sel_tournament_k7_percent_genes_25,Tournament (K=7) percent genes 25%,200,300,10,single_point,tournament,7,524.4457943739358,122
2025-10-10 08:22:15,97263,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,472.8966214028179,128
2025-10-10 08:22:15,97263,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,490.4944191267064,90
2025-10-10 08:22:15,97263,sel_tournament_k3_percent_genes_25,Tournament (K=3) percent genes 25%,200,300,0.25,single_point,tournament,3,439.81320376822225,194
2025-10-10 08:22:15,97263,sel_tournament_k7_percent_genes_25,Tournament (K=7) percent genes 25%,200,300,10,single_point,tournament,7,437.56907328135446,94
2025-10-10 08:22:24,88955,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,449.2147172193022,116
2025-10-10 08:22:24,88955,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,497.32572530509395,94
2025-10-10 08:22:24,88955,sel_tournament_k3_percent_genes_25,Tournament (K=3) percent genes 25%,200,300,0.25,single_point,tournament,3,451.4236060158808,190
2025-10-10 08:22:24,88955,sel_tournament_k7_percent_genes_25,Tournament (K=7) percent genes 25%,200,300,10,single_point,tournament,7,451.3915981170251,171
2025-10-10 08:22:32,21659,baseline,Baseline Tournament (K=3),200,300,10,single_point,tournament,3,466.09778560355323,154
2025-10-10 08:22:32,21659,sel_tournament_k7,Tournament (K=7),200,300,10,single_point,tournament,7,482.2741417511163,82
